FR,AL,AT,ET,ES,UE,UL,FL
6,15.74,1.28,6,8508,0.96,1.22,1
4,6.22,0.61,5,15900,0.13,0.47,3
5,8.56,0.65,4,10467,1.13,0.49,3
6,10.45,0.82,4,7220,0.8,0.93,3
6,8.91,0.78,6,11682,1.0,0.73,2
5,9.34,0.73,6,4764,1.18,0.65,3
4,20.53,1.46,3,1693,0.91,1.38,3
5,20.24,1.0,0,30134,1.42,1.12,2
5,9.86,0.69,4,6966,0.99,0.62,3
6,79.83,1.02,0,3488,0.53,1.14,1
4,18.14,0.74,3,0,0.94,0.53,3
6,14.79,1.22,4,8299,0.87,1.21,1
6,6.62,0.68,7,12387,1.19,0.56,3
6,8.27,0.82,0,14356,1.1,0.73,1
4,9.85,0.97,2,7516,0.91,0.88,3
5,19.23,1.38,0,5497,0.65,1.25,2
5,13.86,0.74,0,12697,1.31,0.59,2
5,8.28,0.73,4,13626,1.16,0.56,1
5,8.24,0.96,3,7560,1.01,0.95,3
5,10.7,0.79,2,5355,1.03,0.7,3
4,37.05,0.77,0,2111,0.72,0.68,1
6,23.88,0.82,1,83030,0.66,0.8,3
4,11.51,0.76,1,9480,1.11,0.66,3
5,6.39,0.59,5,40801,1.31,0.43,2
6,17.1,1.44,3,6734,0.96,1.29,2
5,9.19,0.62,3,15752,1.05,0.49,3
5,12.94,0.76,1,12000,1.09,0.77,3
6,6.76,0.7,2,9900,0.78,0.53,3
5,10.22,0.76,1,8722,0.94,0.77,3
6,20.97,1.37,0,4467,0.96,1.27,3
6,20.3,1.31,0,3969,0.89,1.28,2
5,8.08,0.78,3,140046,1.12,0.66,3
5,7.21,0.82,7,33123,1.03,0.73,3
4,16.56,0.7,8,4429,1.08,0.48,3
6,12.5,0.69,0,3088,1.12,0.5,2
6,16.74,1.23,4,36692,1.0,1.2,1
5,12.5,0.85,5,3251,0.94,0.71,2
5,8.86,0.71,7,6011,1.06,0.61,3
4,10.4,0.9,5,5436,0.92,0.89,3
5,11.08,0.83,1,9325,0.86,0.8,3
5,43.0,1.01,0,0,0.91,1.06,3
5,9.37,0.86,1,16786,0.73,0.84,2
6,8.36,0.92,0,9495,0.82,0.92,2
5,12.45,0.64,2,3252,1.25,0.43,3
5,18.36,0.64,7,9650,0.99,0.49,2
4,50.25,0.75,1,0,0.54,0.61,2
6,10.61,0.71,2,6136,1.01,0.62,2
5,10.68,0.71,2,13883,0.9,0.56,2
5,13.41,1.34,4,15621,0.91,1.34,1
5,7.32,0.89,5,12398,1.11,0.82,3
4,53.75,0.88,7,0,0.58,0.92,2
4,8.72,0.68,3,5250,1.02,0.58,1
6,19.66,1.4,0,5920,0.94,1.32,2
6,11.58,0.65,0,14619,0.88,0.51,1
6,8.24,0.74,6,12233,1.06,0.68,2
4,40.88,0.8,5,18967,0.65,0.64,2
5,11.67,0.81,2,5379,0.16,0.74,3
5,9.32,0.82,0,6613,0.96,0.73,3
5,11.04,0.9,0,6762,1.02,0.8,3
4,26.12,0.67,1,0,0.91,0.43,3
5,8.89,0.7,0,6124,0.32,0.52,3
6,7.7,0.76,8,67299,0.92,0.64,3
4,14.98,0.95,0,3588,0.87,0.85,1
5,14.83,1.02,0,2462,0.92,0.96,3
5,22.74,0.97,3,41581,0.57,1.08,3
5,8.86,0.71,4,11580,1.08,0.62,2
5,11.34,0.82,7,9116,0.93,0.79,3
6,10.2,0.88,0,7273,1.15,0.8,3
6,8.65,0.81,7,50821,0.99,0.69,2
6,8.47,0.79,5,13396,1.05,0.73,3
4,85.8,1.14,0,17445,1.01,1.24,1
5,66.12,0.92,0,2846,0.54,0.98,2
6,11.69,0.82,3,7569,0.91,0.83,2
4,17.73,0.67,3,3267,0.89,0.54,3
6,18.38,1.31,2,4502,0.87,1.25,2
6,8.99,0.7,3,10873,1.07,0.58,2
6,10.16,0.78,5,20132,1.05,0.7,3
6,9.88,0.97,4,14667,0.99,0.87,2
4,13.84,1.0,1,4934,1.06,0.86,3
6,5.67,0.64,14,31938,1.2,0.53,1
5,8.25,0.64,0,8690,1.22,0.46,3
5,11.28,0.73,3,11841,0.97,0.61,3
6,10.59,0.82,0,12300,0.78,0.72,2
5,18.49,1.06,0,3630,1.01,0.89,3
6,8.95,0.72,2,11067,1.01,0.66,1
4,40.6,0.86,2,4268,0.68,0.91,3
4,15.19,1.43,0,15839,1.09,1.32,3
5,9.57,0.71,8,55042,1.03,0.67,2
5,16.91,1.23,5,3029,0.98,1.17,3
6,7.4,0.95,8,45217,1.03,1.01,2
6,13.82,1.36,0,4908,0.93,1.29,3
6,10.83,0.72,4,11390,0.81,0.67,1
6,9.53,0.88,6,8618,0.92,0.85,3
6,6.84,0.79,2,11374,1.1,0.66,2
5,7.3,0.63,6,10319,1.12,0.47,2
6,7.32,0.75,3,16450,1.05,0.69,2
4,62.2,0.81,0,0,0.57,0.68,3
4,25.11,0.72,0,3713,0.59,0.5,1
6,12.7,0.94,0,6047,1.16,0.79,1
6,9.28,0.75,2,3470,0.44,0.59,2
6,24.75,1.41,0,0,0.85,1.26,3
6,13.6,1.42,4,9251,0.85,1.3,2
4,13.02,1.06,0,2063,0.82,0.93,3
4,54.17,0.69,0,0,0.57,0.45,3
6,10.15,1.26,0,34456,1.0,1.22,2
6,7.9,0.69,6,18086,1.14,0.57,2
5,22.93,1.36,0,1716,0.87,1.35,3
5,9.42,0.82,7,28675,0.99,0.81,2
6,5.17,0.66,3,26155,1.1,0.57,1
5,12.33,0.82,3,4299,0.97,0.7,3
5,7.82,0.71,4,6579,1.03,0.64,3
6,11.31,0.88,2,7584,0.87,0.86,2
6,8.49,0.66,1,54248,1.15,0.51,3
4,47.15,1.04,0,2351,0.88,1.26,2
6,12.27,0.69,6,2419,0.96,0.56,3
6,18.53,1.35,17,23587,0.88,1.28,2
5,18.03,1.09,0,6117,1.21,0.96,3
5,38.69,0.75,0,3814,0.61,0.58,3
5,6.82,0.88,0,5367,0.97,0.86,3
5,14.39,0.65,0,6773,0.98,0.5,3
5,17.95,0.75,2,9462,1.57,0.47,3
4,20.95,1.05,0,0,0.94,1.25,3
6,10.57,0.95,5,32343,0.89,0.94,2
6,7.43,0.77,7,7691,1.17,0.68,3
6,7.29,0.68,3,18931,1.15,0.57,2
5,8.19,0.76,2,13292,1.16,0.63,2
4,12.47,0.77,1,6451,0.77,0.65,2
5,9.21,0.77,4,5873,0.94,0.77,3
5,9.24,0.68,1,21799,1.04,0.59,2
6,13.02,1.4,0,3597,1.04,1.36,3
5,25.71,0.99,0,4801,0.98,0.85,2
5,12.69,0.81,3,27275,0.99,0.71,2
6,16.04,1.16,0,7923,1.22,1.09,1
6,11.11,0.86,4,7178,0.89,0.82,2
5,10.89,0.72,4,11025,1.04,0.62,2
5,11.09,0.82,4,22114,0.93,0.84,2
6,9.55,0.98,3,93304,0.99,0.92,3
5,19.38,1.37,0,4638,0.83,1.28,3
5,13.98,0.71,3,5730,1.43,0.53,3
6,10.31,0.74,7,13905,1.08,0.61,1
6,8.73,1.25,0,8568,1.1,1.32,2
4,11.77,0.75,1,4528,1.05,0.66,3
6,14.49,1.43,4,12364,0.79,1.34,1
6,5.93,0.8,6,132417,1.18,0.7,2
6,7.29,0.85,6,15423,0.94,0.81,2
5,21.91,1.38,0,4866,0.89,1.34,2
6,10.45,0.69,3,3727,0.96,0.61,3
5,20.97,0.88,1,1388,0.87,0.87,2
6,21.4,0.8,2,4694,0.91,0.88,3
4,15.05,0.78,0,1624,1.52,0.5,2
6,16.67,1.32,0,9422,0.98,1.25,1
4,11.26,0.76,3,12133,0.94,0.65,3
5,20.65,1.39,0,3194,0.8,1.32,3
6,14.48,0.86,2,11624,0.95,0.78,3
4,12.4,0.67,0,4148,1.27,0.45,2
6,13.25,1.24,0,5892,1.31,1.2,2
5,11.98,0.94,0,17196,1.01,0.8,1
4,19.3,0.94,1,5481,0.6,1.02,3
5,12.79,0.74,3,2649,0.98,0.68,2
5,8.88,0.83,6,91343,0.99,0.75,3
6,18.05,1.24,1,3581,0.92,1.16,2
5,10.84,0.78,3,11049,1.0,0.69,1
4,14.37,0.95,8,50301,1.07,0.92,2
5,11.57,0.64,6,5126,0.81,0.5,3
6,13.43,1.24,2,8667,0.99,1.13,2
6,23.58,1.43,4,1332,0.76,1.29,3
5,18.18,1.03,0,2363,0.94,0.98,3
5,10.03,0.74,5,25345,1.1,0.62,3
6,14.7,1.39,8,4082,0.94,1.3,3
5,10.58,0.71,3,14013,0.87,0.64,2
4,11.84,0.74,1,10395,1.07,0.72,3
6,14.22,0.81,7,15618,1.01,0.73,3
6,11.48,0.8,2,56288,0.96,0.78,3
6,13.2,0.91,3,17094,1.02,0.89,2
6,23.03,1.31,1,2379,0.87,1.31,2
6,11.36,0.84,3,24805,0.51,0.76,2
4,46.73,0.62,7,0,0.45,0.53,2
5,9.02,0.72,0,27808,1.06,0.62,2
6,14.65,0.76,6,17387,0.96,0.67,3
6,7.41,0.74,3,12494,1.06,0.61,2
5,9.56,1.03,0,6690,0.82,0.94,1
4,11.61,0.73,3,8297,0.37,0.62,3
6,8.86,0.68,0,17796,1.14,0.53,2
5,8.8,0.62,2,8402,1.22,0.46,3
6,18.7,1.27,3,4424,0.93,1.24,2
5,26.79,1.24,5,888,0.81,1.24,3
4,12.76,1.34,4,13207,1.08,1.23,3
6,11.12,0.83,13,8115,0.9,0.75,1
6,9.68,0.82,0,4307,1.07,0.74,2
6,9.78,0.66,3,27743,1.12,0.54,1
6,7.87,1.16,5,18210,1.09,1.11,2
5,7.52,0.8,7,10755,0.84,0.77,3
5,9.97,0.78,2,3971,1.08,0.68,3
4,11.09,0.75,2,10103,0.96,0.72,3
5,15.2,1.37,1,10107,0.97,1.32,3
5,26.96,1.45,3,3054,0.89,1.4,2
5,8.15,0.79,8,19904,1.01,0.75,2
5,9.77,0.63,6,41145,1.13,0.49,2
6,9.07,0.81,5,8932,0.75,0.79,2
5,13.83,0.9,1,2766,1.28,0.71,3
6,53.92,1.05,1,9580,0.72,1.13,3
6,10.64,0.89,0,5723,0.91,0.85,3
5,14.32,0.74,0,1881,2.6,0.38,3
5,10.86,0.82,1,2871,0.77,0.71,3
5,11.82,0.82,7,16963,0.84,0.89,2
5,22.03,1.44,0,7637,0.94,1.34,2
6,6.8,1.06,6,12093,1.24,1.14,3
5,10.69,0.66,1,6796,1.1,0.56,3
6,10.28,1.32,1,7505,1.1,1.29,3
6,22.23,1.42,0,12600,0.88,1.42,1
5,8.6,0.63,2,7636,1.26,0.46,3
6,8.58,0.67,4,8764,1.06,0.59,2
4,14.51,0.63,0,3649,0.88,0.52,3
5,8.95,0.92,0,12770,1.0,0.9,3
5,8.64,0.84,0,11578,0.81,0.75,2
4,12.97,0.79,3,0,0.85,0.71,3
5,11.17,0.69,2,9518,1.02,0.58,3
5,15.06,0.73,0,17374,1.15,0.57,2
4,72.62,0.71,0,0,0.52,0.51,2
5,14.42,0.6,3,3467,1.0,0.47,3
5,8.46,0.65,4,25605,1.81,0.49,3
5,16.2,0.77,3,27510,0.97,0.61,3
6,9.0,0.68,3,19237,1.12,0.59,2
5,12.34,0.72,3,20234,1.1,0.64,3
6,5.03,0.78,7,18760,0.96,0.78,1
5,8.3,0.74,3,9962,1.14,0.63,2
4,26.79,0.65,0,224,0.74,0.36,3
5,15.04,0.88,3,2952,0.94,0.76,2
6,13.81,1.3,4,6919,0.92,1.12,2
4,22.03,0.93,0,6694,1.17,0.98,3
5,11.8,0.75,0,3390,0.94,0.64,3
5,13.66,0.89,3,86365,1.04,0.85,3
6,10.76,0.93,4,7919,0.92,0.89,3
5,8.68,0.7,10,6030,1.16,0.56,2
6,10.28,0.84,3,20502,0.97,0.81,1
6,12.15,1.08,5,11029,0.99,1.04,2
6,12.29,0.8,0,22566,1.03,0.71,3
5,10.4,0.71,0,8397,1.05,0.62,2
6,56.25,1.03,0,3488,0.57,1.16,1
5,16.6,1.22,3,10303,0.97,1.12,3
6,11.2,0.94,3,4272,0.89,0.87,2
6,6.22,0.68,11,18998,1.01,0.66,2
6,21.43,1.35,0,2732,1.0,1.36,2
4,54.83,0.62,2,0,0.47,0.49,1
6,6.87,0.76,3,23304,1.08,0.63,3
5,11.74,0.78,3,57627,1.17,0.77,3
6,18.26,1.44,0,3293,0.9,1.39,3
6,10.67,0.92,1,10024,0.71,0.88,1
6,16.57,0.82,3,7117,0.81,0.78,3
6,9.27,0.84,1,8083,0.54,0.84,2
5,9.5,0.64,3,6713,1.27,0.47,3
5,10.67,0.71,3,7052,1.02,0.63,2
5,21.55,1.46,4,3917,0.93,1.37,2
4,15.41,0.74,7,5030,1.1,0.54,2
6,14.63,1.33,2,6096,0.95,1.25,2
5,13.35,0.78,6,9598,1.0,0.7,1
5,18.71,0.72,3,3290,1.12,0.54,3
5,15.57,0.75,0,1881,2.32,0.43,3
5,9.87,0.79,0,13160,0.89,0.82,1
5,18.93,1.38,2,358,0.89,1.36,3
4,28.25,1.41,0,9262,0.79,1.32,3
6,11.57,0.86,0,9487,1.08,0.74,3
5,24.2,0.8,0,3649,0.82,0.68,1
6,8.56,0.66,2,13938,1.22,0.53,2
6,17.45,1.36,3,12285,0.74,1.27,2
4,55.45,0.68,0,0,0.58,0.53,2
6,8.05,0.76,3,11312,1.01,0.79,2
5,17.29,0.73,0,16555,1.37,0.56,2
6,12.79,0.9,0,6716,0.28,0.84,1
4,12.69,1.17,0,5636,0.98,1.02,3
5,8.7,0.66,2,30058,1.13,0.54,3
6,17.22,1.43,0,6579,0.96,1.4,3
6,9.33,0.73,5,10169,1.02,0.69,1
4,21.76,0.89,0,1914,0.66,0.97,3
5,24.69,1.36,6,2865,0.87,1.34,3
5,18.46,0.76,2,5563,1.06,0.61,3
5,14.58,0.76,0,6219,0.91,0.72,1
6,5.58,0.83,0,9199,1.33,0.64,2
5,12.05,0.76,4,26194,0.95,0.72,2
6,8.55,0.79,2,21974,1.12,0.67,3
4,98.0,1.03,7,0,0.45,1.17,2
4,99.2,1.03,0,0,0.42,1.24,3
5,12.12,0.72,2,18394,0.95,0.65,3
5,10.69,0.89,4,5153,0.9,0.86,2
4,11.74,0.86,6,3485,1.08,0.8,3
6,17.46,1.31,2,6391,1.04,1.05,3
6,6.96,0.76,0,43735,1.11,0.69,2
4,15.8,0.66,3,1971,0.98,0.52,2
5,12.38,0.72,0,6482,1.2,0.55,3
5,12.86,0.79,6,38471,1.07,0.72,3
4,12.0,0.73,3,0,1.0,0.64,3
6,9.29,0.69,2,10067,1.14,0.56,2
6,10.11,1.35,0,8170,0.9,1.33,1
6,23.67,1.35,5,2127,0.97,1.27,3
5,7.41,0.66,0,15099,1.18,0.61,3
5,7.73,0.63,2,14130,1.14,0.52,2
6,17.76,1.13,0,4580,0.89,1.09,3
5,13.66,0.77,3,27404,0.89,0.75,2
4,13.56,0.93,0,1490,0.35,0.85,3
4,11.87,0.82,4,5254,1.05,0.73,3
6,7.18,0.87,8,21809,1.01,0.84,2
5,7.4,0.83,0,5899,1.04,0.71,3
6,10.98,0.75,0,2857,1.12,0.59,3
6,12.25,0.91,4,52062,1.02,0.83,2
6,16.14,1.03,4,4188,0.92,1.0,2
6,16.59,0.96,2,32165,0.93,0.97,1
5,12.31,0.89,2,8668,1.05,0.82,2
5,17.54,0.66,1,7503,0.97,0.54,2
5,13.83,0.88,9,1380,0.86,0.83,3
6,17.71,1.31,4,7642,0.99,1.29,1
5,14.42,0.81,3,2239,0.75,0.77,2
5,51.6,0.91,0,7360,0.63,1.02,3
4,18.27,1.43,0,16166,1.0,1.26,2
5,12.98,0.8,1,6697,0.93,0.76,3
5,10.89,0.78,2,3642,1.09,0.63,3
5,10.17,0.78,3,4309,1.05,0.68,3
5,11.41,0.73,5,3148,0.71,0.59,3
5,10.38,0.64,1,20786,1.11,0.52,3
5,9.82,0.76,3,3865,0.7,0.66,3
5,12.61,0.82,0,2890,1.06,0.71,2
5,11.88,0.84,0,8080,0.93,0.9,3
5,11.55,0.88,4,9777,0.97,0.89,2
6,6.43,0.68,4,11992,1.29,0.53,3
6,10.11,1.22,5,13352,1.09,1.1,2
6,5.98,0.84,4,35576,1.06,0.87,2
6,9.14,0.76,6,21388,1.09,0.67,2
5,8.65,0.92,0,6454,1.03,0.83,3
5,15.5,0.76,0,3981,0.92,0.75,2
6,9.21,0.73,0,27294,1.02,0.67,2
4,8.99,0.95,0,2368,1.18,0.92,3
5,10.24,0.72,7,10855,1.21,0.55,2
5,12.14,0.93,0,49837,1.05,0.86,3
5,12.2,0.7,0,12728,0.89,0.61,3
5,11.1,1.29,0,10474,0.56,1.09,3
4,65.67,0.67,0,0,0.6,0.38,3
5,22.58,0.93,7,5149,0.9,0.97,3
5,12.98,0.8,7,5117,0.93,0.78,2
6,10.98,1.44,4,4217,0.93,1.35,3
4,21.3,0.75,1,6928,0.97,0.62,2
5,15.66,0.68,5,13831,0.95,0.57,2
5,11.02,0.74,0,2882,0.98,0.68,3
5,14.02,1.35,6,10978,0.37,1.14,3
5,6.99,0.58,9,81802,1.11,0.49,3
5,11.12,0.9,0,2585,0.91,0.91,3
5,16.32,1.07,0,7171,0.91,0.98,1
6,7.2,0.91,4,14193,1.11,0.9,1
5,12.33,0.78,5,2940,1.08,0.68,3
5,9.1,0.73,0,7134,1.15,0.64,2
6,15.96,0.9,2,7742,1.06,0.86,3
5,8.49,0.76,6,18199,1.04,0.7,2
4,28.71,0.84,0,5718,0.51,0.83,2
6,12.8,1.39,0,7038,0.99,1.34,3
6,9.68,0.81,4,18494,1.1,0.72,1
5,8.76,0.83,3,3308,0.95,0.75,3
5,8.64,0.77,7,6311,1.0,0.73,3
5,14.16,0.71,3,4420,0.94,0.53,3
5,10.89,0.84,1,30959,1.04,0.76,3
4,56.67,0.97,2,390,0.85,1.1,2
5,8.63,0.84,0,7525,1.08,0.75,3
5,8.3,0.87,0,8288,0.98,0.88,2
6,8.24,0.95,12,8669,1.22,0.85,3
6,8.63,0.83,4,39629,0.95,0.87,3
5,13.54,0.72,0,20558,0.92,0.67,2
5,8.01,0.78,0,10769,0.38,0.67,3
6,12.94,0.99,1,8534,1.0,0.93,2
5,9.4,0.78,3,4856,1.04,0.72,3
6,16.32,0.77,0,6907,0.81,0.67,3
5,12.25,0.75,1,9105,0.97,0.71,2
5,16.49,0.77,1,11153,1.13,0.73,3
5,9.26,0.74,5,9974,0.86,0.59,3
5,10.38,0.6,3,6110,1.67,0.33,3
6,7.84,0.77,3,21429,1.13,0.71,2
5,12.87,0.73,0,7963,0.93,0.7,2
5,16.16,1.05,0,2031,1.01,0.97,3
4,10.15,0.78,0,664,1.19,0.73,3
4,7.29,0.89,0,0,0.94,0.76,3
4,19.61,0.67,1,2919,1.01,0.53,3
6,5.87,0.77,0,12007,1.02,0.73,1
6,8.24,0.72,0,8243,0.98,0.62,2
5,12.46,0.75,1,1783,1.91,0.62,3
5,11.61,0.68,2,5956,1.13,0.53,2
4,64.75,0.79,0,2846,0.49,0.75,2
4,42.7,0.76,1,1000,0.66,0.61,3
5,22.47,0.77,1,4229,0.92,0.65,2
5,9.63,0.67,1,12325,0.99,0.62,3
4,17.27,1.27,2,2891,1.02,1.16,3
4,18.35,1.0,0,0,0.82,0.85,3
5,19.47,1.01,1,1798,0.79,0.9,3
6,8.53,0.76,3,10851,1.14,0.66,3
4,26.54,0.86,0,2347,1.17,0.85,3
4,11.87,0.79,0,3283,0.94,0.65,3
6,30.33,1.18,3,5862,0.9,1.1,2
4,27.87,0.69,0,0,0.96,0.43,3
5,11.19,0.84,0,7369,0.92,0.77,3
5,10.29,0.67,0,7936,1.08,0.58,1
4,19.0,0.74,0,4435,0.98,0.6,3
6,10.64,1.46,0,4445,1.25,1.3,3
5,9.64,0.76,2,9716,0.73,0.67,2
4,9.0,0.75,0,8467,1.11,0.63,3
4,24.71,0.77,0,586,1.02,0.72,3
5,11.78,0.78,0,6131,0.89,0.64,2
6,6.24,0.76,5,16195,1.2,0.63,2
5,25.48,1.42,6,500,0.73,1.27,3
5,11.56,0.87,0,11833,0.9,0.88,3
5,11.6,0.74,3,2750,1.05,0.64,3
5,11.84,0.7,7,12936,0.9,0.55,2
5,11.77,0.77,3,5368,0.96,0.7,2
5,26.26,1.47,2,2521,0.71,1.41,3
6,8.88,0.68,1,8084,1.12,0.55,2
6,8.86,0.9,9,9929,0.94,0.88,1
6,25.56,0.96,46,181960,1.1,0.84,3
5,11.85,0.89,0,3590,0.94,0.82,2
5,15.11,0.84,3,4458,0.93,0.81,2
5,15.3,0.77,2,3373,0.96,0.7,2
5,15.67,1.03,0,3310,1.08,0.9,2
5,13.98,1.41,12,3945,1.02,1.35,3
4,50.18,0.82,0,4520,0.71,0.85,2
5,15.13,1.28,12,4360,0.99,1.28,3
5,11.22,0.75,2,2268,0.97,0.67,3
5,14.33,0.78,5,6477,1.05,0.66,3
4,56.5,0.89,0,1744,0.62,0.87,2
5,13.58,0.75,4,5854,0.74,0.66,2
5,15.62,0.93,3,45261,0.92,0.89,3
6,11.31,0.76,5,19774,0.87,0.71,1
6,8.24,0.73,1,12007,1.07,0.64,2
4,13.98,1.07,5,1770,1.05,0.99,3
6,11.97,1.2,2,11191,0.91,1.17,2
5,14.59,0.82,1,5685,0.79,0.69,2
5,11.71,0.69,0,9388,0.75,0.56,1
5,10.86,0.75,0,4741,1.05,0.68,3
6,18.44,1.26,4,6989,0.65,1.14,2
6,15.91,1.38,0,7072,0.38,1.18,3
6,8.98,0.85,0,11659,1.05,0.75,3
5,12.64,0.78,3,18352,0.9,0.76,2
4,75.88,0.65,0,0,0.43,0.44,3
6,20.67,1.46,0,3417,0.83,1.46,3
5,10.2,0.67,0,11087,1.05,0.52,2
6,12.53,1.24,2,7054,0.96,1.19,1
6,11.53,0.78,1,4870,0.98,0.72,1
5,40.38,1.17,0,572,0.75,1.26,3
4,81.0,0.94,6,3638,0.22,1.13,1
6,8.61,0.64,4,41697,1.15,0.53,2
4,18.69,0.78,0,2956,0.85,0.68,2
5,8.89,0.71,6,17513,1.08,0.61,3
5,15.93,0.86,0,2345,0.94,0.79,2
4,7.34,0.84,0,17207,1.14,0.75,3
6,14.09,1.37,3,5322,0.94,1.32,2
5,10.66,0.84,0,9363,0.97,0.77,2
6,8.78,0.73,2,8530,1.16,0.61,3
6,8.26,0.79,4,14500,0.56,0.73,1
5,10.46,0.71,6,46373,1.12,0.54,3
5,8.54,0.77,3,31479,0.81,0.79,3
5,11.3,0.68,6,13733,1.06,0.58,2
4,53.6,0.63,1,0,0.72,0.39,3
6,7.94,0.71,2,12310,1.14,0.62,1
5,20.03,0.68,2,0,0.89,0.56,2
5,12.25,0.75,5,4545,0.91,0.7,2
5,16.14,0.79,1,2937,0.69,0.71,2
4,9.43,0.85,5,12364,1.09,0.78,3
4,13.26,1.0,0,3864,0.93,0.94,3
6,8.9,0.74,6,16439,1.15,0.64,2
5,11.0,0.81,3,6063,1.02,0.75,3
6,8.5,0.75,9,29133,1.15,0.64,2
5,15.08,0.88,4,6611,0.83,0.81,2
4,15.76,0.89,0,1356,0.8,0.76,3
5,8.64,0.74,10,28444,1.12,0.6,3
5,14.65,0.77,0,4820,1.0,0.65,1
6,17.19,0.73,3,2119,1.09,0.64,3
6,7.13,0.71,3,9684,1.08,0.58,1
6,13.42,1.2,0,4570,0.99,1.13,2
5,12.05,0.65,0,1839,1.06,0.54,3
4,13.1,0.83,0,2000,1.13,0.9,3
6,7.91,0.78,2,9879,1.18,0.63,2
4,24.64,0.72,0,0,0.72,0.48,3
4,9.74,0.93,2,4292,1.04,0.85,3
6,19.83,1.44,2,37087,0.93,1.38,2
5,10.89,0.66,4,4169,1.11,0.53,2
5,6.42,0.65,6,42642,1.27,0.57,3
4,94.57,0.71,0,0,0.55,0.45,3
5,9.92,0.79,0,7036,0.99,0.76,3
5,9.81,0.72,0,5175,1.14,0.59,2
4,15.18,0.74,0,9960,1.1,0.69,3
4,38.44,1.03,0,0,0.98,1.16,3
5,14.08,1.4,3,2846,1.06,1.27,3
6,79.5,1.07,0,5346,0.77,1.24,3
4,13.67,0.98,0,2821,0.61,0.88,2
5,11.48,0.77,4,13894,1.06,0.68,2
5,19.12,1.39,4,3129,0.91,1.32,2
4,18.39,0.68,0,0,0.8,0.62,2
6,8.95,0.7,4,27458,1.22,0.57,3
4,13.55,0.69,4,4712,1.22,0.49,2
5,11.66,0.72,1,2262,1.05,0.62,3
4,50.5,0.68,0,1500,0.49,0.53,2
4,9.71,0.8,2,27128,1.04,0.67,3
6,5.69,0.56,0,12805,1.34,0.44,2
6,21.2,1.18,0,9606,0.91,1.07,1
5,13.46,0.93,1,8671,0.93,0.89,3
5,9.28,0.72,0,11729,1.12,0.65,1
5,13.63,0.77,7,2360,0.94,0.72,3
6,10.26,0.76,5,10877,1.05,0.66,2
6,16.38,1.21,1,3668,0.76,1.09,3
6,9.0,0.67,0,5349,1.24,0.53,2
6,8.18,0.72,2,11822,1.12,0.71,2
5,11.87,0.82,0,6325,0.98,0.7,3
5,9.48,0.65,5,5480,1.16,0.5,3
5,11.8,0.73,1,4412,1.05,0.66,2
5,10.68,0.63,5,2064,1.27,0.43,3
6,7.3,0.77,6,42906,1.15,0.7,2
6,12.17,0.71,18,22713,0.71,0.57,2
5,21.32,0.81,4,11366,0.93,0.73,1
4,7.59,0.73,3,18359,1.14,0.64,3
6,13.33,0.79,2,5085,0.89,0.8,2
4,14.1,0.79,0,5547,1.02,0.71,2
6,8.41,0.58,4,10039,1.1,0.45,2
5,13.58,0.79,5,6489,0.86,0.8,2
5,10.64,0.69,1,3475,1.06,0.59,2
4,14.86,0.87,2,2560,0.93,0.77,3
6,10.24,0.82,1,7564,0.97,0.76,2
4,69.57,0.7,0,0,0.53,0.45,3
5,10.91,0.64,6,4057,1.08,0.5,2
4,10.63,0.71,0,6053,0.89,0.65,2
6,20.03,1.39,0,2443,1.03,1.31,3
6,14.91,1.05,0,4512,1.01,0.98,1
5,7.97,0.83,2,27458,0.86,0.76,2
5,9.85,0.78,5,9093,1.03,0.74,3
5,11.48,0.81,0,1184,0.94,0.72,3
5,11.05,0.75,1,12911,1.01,0.72,1
6,7.65,0.64,3,10550,1.32,0.52,1
5,10.92,0.83,1,4723,1.07,0.68,2
5,10.85,0.79,0,3972,0.8,0.68,2
5,10.86,0.73,5,4157,1.05,0.62,2
4,30.12,0.76,4,1744,0.57,0.53,2
4,29.43,1.17,0,1958,0.77,1.2,3
6,18.84,1.44,7,3073,0.79,1.31,3
6,9.68,0.65,3,11433,1.18,0.52,1
6,15.22,0.82,0,2708,0.94,0.77,3
5,15.13,0.89,6,2239,0.95,0.85,2
5,8.47,0.85,5,17933,1.07,0.76,3
5,14.34,0.66,0,6423,0.99,0.52,2
5,19.73,0.75,2,16055,2.11,0.56,1
5,17.35,0.87,6,2135,0.88,0.76,2
5,12.21,0.84,1,7856,0.91,0.78,2
5,40.86,0.92,1,0,0.73,1.04,2
4,14.61,0.75,4,13863,0.98,0.67,3
5,7.45,0.72,5,24573,1.11,0.58,3
6,10.38,0.93,7,8834,0.98,0.93,1
6,13.33,0.89,2,3185,0.94,0.85,3
6,28.09,1.42,0,8738,0.75,1.35,1
5,11.81,0.76,0,15024,0.83,0.64,3
5,20.52,0.8,2,19019,1.13,0.81,1
5,15.6,0.69,0,5380,0.95,0.62,2
5,11.2,0.7,1,10032,1.07,0.59,2
5,11.22,0.75,2,9798,1.06,0.67,1
6,12.44,1.35,0,10790,0.97,1.28,3
5,7.45,0.58,9,27949,1.16,0.49,3
4,12.92,0.81,0,11682,0.58,0.7,2
4,10.0,0.63,0,4194,1.22,0.47,2
5,11.45,0.67,5,12377,1.12,0.52,2
5,12.04,0.66,0,5537,1.26,0.48,2
4,8.72,0.66,3,5196,1.04,0.61,2
